id,phase,workstream,task,owner,priority,dependency,acceptance_evidence,gate,initial_status
CHK-0115,0,Topics,Implement quarantine.v1.<source>,Boundary,P1,TOP-023,Target exists as specified: File-ledger binding first; optional certified JetStream binding. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0116,0,Topics,Implement dlq.v1.<topic>,Transport,P1,TOP-024,Target exists as specified: File-ledger binding first; optional certified JetStream binding. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0117,0,Topics,"Audit, repair, and certify market.events",Estate owner,P1,TOP-025,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0118,0,Topics,"Audit, repair, and certify context.packets",Estate owner,P1,TOP-026,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0119,0,Topics,"Audit, repair, and certify candidates",Estate owner,P1,TOP-027,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0120,0,Topics,"Audit, repair, and certify candidates.shadow",Current owner TBD,P1,TOP-028,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0121,0,Topics,"Audit, repair, and certify decisions",Estate owner,P1,TOP-029,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0122,0,Topics,"Audit, repair, and certify refusals",Estate owner,P1,TOP-030,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0123,0,Topics,"Audit, repair, and certify intents",Estate owner,P1,TOP-031,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0124,0,Topics,"Audit, repair, and certify orders",Estate owner,P1,TOP-032,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0125,0,Topics,"Audit, repair, and certify exits.fast",Estate owner,P1,TOP-033,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0126,0,Topics,"Audit, repair, and certify fills",Estate owner,P1,TOP-034,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0127,0,Topics,"Audit, repair, and certify live_placements",Estate owner,P1,TOP-035,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0128,0,Topics,"Audit, repair, and certify live_fills",Estate owner,P1,TOP-036,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0129,0,Topics,"Audit, repair, and certify outcomes",Estate owner,P1,TOP-037,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0130,0,Topics,"Audit, repair, and certify exec_journal.jsonl",Estate owner,P1,TOP-038,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0131,0,Topics,"Audit, repair, and certify judged_live",Estate owner,P1,TOP-039,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0132,0,Topics,"Audit, repair, and certify live_outcomes",Estate owner,P1,TOP-040,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0133,0,Topics,"Audit, repair, and certify structure_atom",Estate owner,P1,TOP-041,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0134,0,Topics,"Audit, repair, and certify detector_route_heartbeat",Estate owner,P1,TOP-042,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0135,0,Topics,"Audit, repair, and certify judge_trace",Current owner TBD,P1,TOP-043,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0136,0,Topics,"Audit, repair, and certify money_path_result",Estate owner,P1,TOP-044,"Current behavior is reproduced, gap is closed to: Inventory writer/reader/retention and bridge or retirement. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0137,0,Configuration,"Audit, repair, and certify active_matrix.v1.json",Config owner TBD,P0,CFG-001,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0138,0,Configuration,"Audit, repair, and certify geometry.v1.json",Config owner TBD,P1,CFG-002,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0139,0,Configuration,"Audit, repair, and certify regimes.v1.json",Config owner TBD,P1,CFG-003,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0140,0,Configuration,"Audit, repair, and certify symbols.v1.json",Config owner TBD,P1,CFG-004,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0141,0,Configuration,"Audit, repair, and certify fee_model.v1",Config owner TBD,P1,CFG-005,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0142,0,Configuration,"Audit, repair, and certify Engine limit_config.v1",Config owner TBD,P0,CFG-006,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0143,0,Configuration,"Audit, repair, and certify Executor limit_config.v1",Config owner TBD,P0,CFG-007,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0144,0,Configuration,"Audit, repair, and certify latency_budgets.v1",Config owner TBD,P1,CFG-008,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0145,0,Configuration,"Audit, repair, and certify staleness_bounds.v1",Config owner TBD,P1,CFG-009,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0146,0,Configuration,"Audit, repair, and certify bus_map.v1.json",Config owner TBD,P1,CFG-010,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0147,0,Configuration,"Audit, repair, and certify run_stack.sh environment flags",Config owner TBD,P1,CFG-011,"Current behavior is reproduced, gap is closed to: Pin, hash, assign owner; bridge or supersede. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0148,0,Configuration,Drain and retire live.env,Config owner TBD,P0,CFG-012,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Pin, hash, assign owner; bridge or supersede' is proven.",Phase 0 inventory closure,NOT_STARTED
CHK-0149,0,Configuration,Implement capsules.v1.yaml,ORIGIN,P0,CFG-013,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0150,0,Configuration,Implement geometry.v2.yaml,ORIGIN,P0,CFG-014,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0151,0,Configuration,Implement lifecycle.v1.yaml,ORIGIN,P1,CFG-015,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0152,0,Configuration,Implement regime_eligibility.v2.yaml,E07,P1,CFG-016,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0153,0,Configuration,Implement symbols.v2.yaml,Instrument owner,P1,CFG-017,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0154,0,Configuration,Implement staleness_bounds.v2.yaml,Data/Risk,P1,CFG-018,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0155,0,Configuration,Implement latency_budgets.v2.yaml,SRE,P1,CFG-019,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0156,0,Configuration,Implement risk_policy.v2.yaml,E08,P0,CFG-020,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0157,0,Configuration,Implement exit_policy.v2.yaml,E08/E09,P0,CFG-021,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0158,0,Configuration,Implement transport_bindings.v1.yaml,Platform,P1,CFG-022,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0159,0,Configuration,Implement activation_manifest.v1.json,Governance,P0,CFG-023,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0160,0,Configuration,Implement treatment_manifest.v1.json,Experiment owner,P1,CFG-024,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0161,0,Configuration,Implement rollback_manifest.v1.json,Operations,P1,CFG-025,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0162,0,Configuration,Implement secret_allowlist.v1.yaml,Security,P0,CFG-026,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0163,0,Configuration,Implement compatibility_manifest.v1.json,Contracts,P1,CFG-027,"Target exists as specified: Signed canonical artifact with schema, owner and change control. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 0 inventory closure,NOT_STARTED
CHK-0164,0,Storage & data,Certify and attest Raw venue-byte ledger,Data,P0,DAT-001,Pinned implementation is independently verified against: Sealed hash-chained raw segments + archive. No unverified inherited behavior enters authority.,Phase 0 inventory closure,NOT_STARTED
CHK-0165,0,Storage & data,"Audit, repair, and certify Normalized market-event ledger",Data,P0,DAT-002,"Current behavior is reproduced, gap is closed to: v2 event journal with offsets/quality. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0166,0,Storage & data,Implement Market-state journal,E01,P0,DAT-003,Target exists as specified: Append v2 revisions + latest projection. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0167,0,Storage & data,Implement ORIGIN structure journal,ORIGIN,P0,DAT-004,Target exists as specified: v2 atoms + transitions. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0168,0,Storage & data,Implement ORIGIN checkpoint store,ORIGIN,P0,DAT-005,Target exists as specified: Versioned checksummed per partition. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0169,0,Storage & data,Implement Candidate control/treatment ledgers,Platform,P0,DAT-006,Target exists as specified: Physically separate v2 journals. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0170,0,Storage & data,Implement Divergence corpus,Evidence,P1,DAT-007,Target exists as specified: Immutable per-offset diff records. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0171,0,Storage & data,Implement Producer lease ledger,Platform,P0,DAT-008,Target exists as specified: Permanent fencing/audit log. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0172,0,Storage & data,"Audit, repair, and certify Strict money ledgers",Execution/E10,P0,DAT-009,"Current behavior is reproduced, gap is closed to: order/fill.v3/account/position/protection/outcome. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0173,0,Storage & data,Implement Quarantine ledger,Boundary owners,P0,DAT-010,Target exists as specified: Per-source raw ref + rejection. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0174,0,Storage & data,"Audit, repair, and certify DTBNK live projections",Data,P1,DAT-011,"Current behavior is reproduced, gap is closed to: Derived only from authoritative ledgers. Before/after evidence and rollback are attached.",Phase 0 inventory closure,NOT_STARTED
CHK-0175,0,Storage & data,Resolve blocker for shadow.cf_trades,Data,P0,DAT-012,"Named owner supplies decision or evidence, updates the register, and proves: Owner/migration proven or dependence removed. Dependent route remains fail-closed until then.",Phase 0 inventory closure,NOT_STARTED
CHK-0176,0,Storage & data,Register deferment and isolate common.liq_5m,Data,P2,DAT-013,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Honest null or certified producer.",Phase 0 inventory closure,NOT_STARTED
CHK-0177,0,Storage & data,Implement Golden replay corpus,Validation,P0,DAT-014,Target exists as specified: Versioned exact/approximate corpora. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0178,0,Storage & data,Implement Replay receipt bank,Validation,P0,DAT-015,Target exists as specified: Immutable receipts and hashes. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0179,0,Storage & data,Implement Trial registry,Governance,P0,DAT-016,Target exists as specified: Permanent preregistration and result-access ledger. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0180,0,Storage & data,Implement Promotion evidence bank,Governance,P1,DAT-017,Target exists as specified: Signed gate receipts and decisions. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 0 inventory closure,NOT_STARTED
CHK-0181,0,Storage & data,Register deferment and isolate Object-store archive,Data/SRE,P2,DAT-018,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Optional sealed segment/golden corpus archive.",Phase 0 inventory closure,NOT_STARTED
CHK-0182,1,Venue & ingress,"Audit, repair, and certify WebSocket /public pool",Data,P0,VEN-001,"Current behavior is reproduced, gap is closed to: Separate depth/bookTicker pool. Before/after evidence and rollback are attached.",Phase 1 inventory closure,NOT_STARTED
CHK-0183,1,Venue & ingress,"Audit, repair, and certify WebSocket /market pool",Data,P0,VEN-002,"Current behavior is reproduced, gap is closed to: Separate aggTrade/mark/kline pool. Before/after evidence and rollback are attached.",Phase 1 inventory closure,NOT_STARTED
CHK-0184,1,Venue & ingress,"Audit, repair, and certify WebSocket /private pool",Execution,P0,VEN-003,"Current behavior is reproduced, gap is closed to: Separate user/account pool. Before/after evidence and rollback are attached.",Phase 1 inventory closure,NOT_STARTED
CHK-0185,1,Venue & ingress,Implement Stream manifest,Data,P0,VEN-004,Target exists as specified: Per-stream route/parser/coverage/freshness law. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 1 inventory closure,NOT_STARTED
CHK-0186,1,Venue & ingress,Implement 24-hour handover,Data,P0,VEN-005,Target exists as specified: Scheduled overlap/dedupe before forced close. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 1 inventory closure,NOT_STARTED
CHK-0187,1,Venue & ingress,"Audit, repair, and certify Ping/pong handler",Data,P1,VEN-006,"Current behavior is reproduced, gap is closed to: 3m ping/10m pong current rule. Before/after evidence and rollback are attached.",Phase 1 inventory closure,NOT_STARTED
CHK-0188,1,Venue & ingress,Implement Control-message limiter,Data,P1,VEN-007,Target exists as specified: ≤10 incoming client messages/s. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 1 inventory closure,NOT_STARTED
CHK-0189,1,Venue & ingress,Implement Stream-count sharding,Data,P1,VEN-008,Target exists as specified: ≤1024 streams/connection. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 1 inventory closure,NOT_STARTED
CHK-0190,1,Venue & ingress,"Audit, repair, and certify Listen-key renewal",Execution,P0,VEN-009,"Current behavior is reproduced, gap is closed to: Renew/recreate before expiry; detect expired. Before/after evidence and rollback are attached.",Phase 1 inventory closure,NOT_STARTED
CHK-0191,1,Venue & ingress,"Audit, repair, and certify Local depth book",E01,P0,VEN-010,"Current behavior is reproduced, gap is closed to: Exact snapshot + U/u/pu + absolute qty. Before/after evidence and rollback are attached.",Phase 1 inventory closure,NOT_STARTED
CHK-0192,1,Venue & ingress,Certify and attest exchangeInfo registry,Execution/Data,P0,VEN-011,Pinned implementation is independently verified against: Versioned refresh and fail-close metadata. No unverified inherited behavior enters authority.,Phase 1 inventory closure,NOT_STARTED
CHK-0193,1,Venue & ingress,Certify and attest Binance Algo Service,Execution,P0,VEN-012,Pinned implementation is independently verified against: Retain; consume ALGO_UPDATE and reconcile. No unverified inherited behavior enters authority.,Phase 1 inventory closure,NOT_STARTED
CHK-0194,1,Venue & ingress,"Audit, repair, and certify Unknown 503 reconciliation",Execution,P0,VEN-013,"Current behavior is reproduced, gap is closed to: No blind retry; stream/query resolution. Before/after evidence and rollback are attached.",Phase 1 inventory closure,NOT_STARTED
CHK-0195,1,Venue & ingress,Certify and attest Normal GTX entry,Execution,P0,VEN-014,Pinned implementation is independently verified against: 100% encoded normal maker; no fallback. No unverified inherited behavior enters authority.,Phase 1 inventory closure,NOT_STARTED
CHK-0196,1,Venue & ingress,"Audit, repair, and certify Normal GTX exit",Execution,P0,VEN-015,"Current behavior is reproduced, gap is closed to: Maker-first policy with deadline. Before/after evidence and rollback are attached.",Phase 1 inventory closure,NOT_STARTED
CHK-0197,1,Venue & ingress,Drain and retire SNIPE-01 taker entry,Execution,P0,VEN-016,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Forbidden/removed from all ORIGIN routes' is proven.",Phase 1 inventory closure,NOT_STARTED
CHK-0198,1,Venue & ingress,Implement Emergency IOC exit,Execution/Risk,P0,VEN-017,Target exists as specified: Bounded worst-price reduce-only tier. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 1 inventory closure,NOT_STARTED
CHK-0199,1,Venue & ingress,Resolve blocker for Emergency market exit,Risk owner,P0,VEN-018,"Named owner supplies decision or evidence, updates the register, and proves: Catastrophic Tier 2 with explicit policy. Dependent route remains fail-closed until then.",Phase 1 inventory closure,NOT_STARTED
CHK-0200,1,Venue & ingress,Register deferment and isolate Hyperliquid adapter,Execution,P3,VEN-019,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Separate later certification.",Phase 1 inventory closure,NOT_STARTED
CHK-0201,1,Venue & ingress,Register deferment and isolate Other venue adapters,Execution,P3,VEN-020,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Per-venue model and evidence.",Phase 1 inventory closure,NOT_STARTED
CHK-0202,−1,Security & access,"Audit, repair, and certify Venue API credentials",Security/Execution,P0,SEC-001,"Current behavior is reproduced, gap is closed to: VGP operating role only. Before/after evidence and rollback are attached.",Phase −1 inventory closure,NOT_STARTED
CHK-0203,−1,Security & access,Resolve blocker for MCP bearer tokens,Security,P0,SEC-002,"Named owner supplies decision or evidence, updates the register, and proves: Rotate, purge, secret-manager injection. Dependent route remains fail-closed until then.",Phase −1 inventory closure,NOT_STARTED
CHK-0204,−1,Security & access,Drain and retire Global live.env inheritance,Security/Operations,P0,SEC-003,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Per-service allowlisted environment' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0205,−1,Security & access,Implement ORIGIN OS identity,Operations,P0,SEC-004,Target exists as specified: Dedicated non-privileged service account. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase −1 inventory closure,NOT_STARTED
CHK-0206,−1,Security & access,Implement ORIGIN network ACL,Security,P0,SEC-005,Target exists as specified: No gateway/account/venue-write route. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase −1 inventory closure,NOT_STARTED
CHK-0207,−1,Security & access,Implement ORIGIN filesystem ACL,Security,P0,SEC-006,Target exists as specified: Read input; write owned journal/checkpoints only. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase −1 inventory closure,NOT_STARTED
CHK-0208,−1,Security & access,"Audit, repair, and certify Account arm token",Risk/Execution,P0,SEC-007,"Current behavior is reproduced, gap is closed to: Narrow execution authorization only. Before/after evidence and rollback are attached.",Phase −1 inventory closure,NOT_STARTED
CHK-0209,−1,Security & access,Implement Risk-policy signing key,Security/Risk,P1,SEC-008,Target exists as specified: Governance/E08 deployment only. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase −1 inventory closure,NOT_STARTED
CHK-0210,−1,Security & access,"Audit, repair, and certify Live writer DSN",Data/Security,P0,SEC-009,"Current behavior is reproduced, gap is closed to: Only authorized live bridge. Before/after evidence and rollback are attached.",Phase −1 inventory closure,NOT_STARTED
CHK-0211,−1,Security & access,"Audit, repair, and certify Superuser migration DSN",Data/Security,P1,SEC-010,"Current behavior is reproduced, gap is closed to: One-shot migration job only. Before/after evidence and rollback are attached.",Phase −1 inventory closure,NOT_STARTED
CHK-0212,−1,Security & access,Certify and attest Read-only analytics DSN,Data/Security,P1,SEC-011,Pinned implementation is independently verified against: Scoped by approved views. No unverified inherited behavior enters authority.,Phase −1 inventory closure,NOT_STARTED
CHK-0213,−1,Security & access,Implement Secret scanning,Security,P0,SEC-012,Target exists as specified: CI + history + deployment environment scan. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase −1 inventory closure,NOT_STARTED
CHK-0214,−1,Security & access,Resolve blocker for Withdrawal permission,Security/Execution,P0,SEC-013,"Named owner supplies decision or evidence, updates the register, and proves: Disabled on all trading keys. Dependent route remains fail-closed until then.",Phase −1 inventory closure,NOT_STARTED
CHK-0215,−1,Security & access,Resolve blocker for IP allowlisting,Security,P1,SEC-014,"Named owner supplies decision or evidence, updates the register, and proves: Enable where venue supports. Dependent route remains fail-closed until then.",Phase −1 inventory closure,NOT_STARTED
CHK-0216,−1,Security & access,"Audit, repair, and certify Environment account separation",Risk/Execution,P0,SEC-015,"Current behavior is reproduced, gap is closed to: Explicit live-only canary account/risk cell. Before/after evidence and rollback are attached.",Phase −1 inventory closure,NOT_STARTED
CHK-0217,−1,Security & access,Implement Two-person activation,Governance,P1,SEC-016,Target exists as specified: Required for high-risk promotion/emergency policy changes. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase −1 inventory closure,NOT_STARTED
CHK-0218,−1,Security & access,Implement SBOM/dependency lock,ORIGIN/Security,P1,SEC-017,Target exists as specified: Immutable build SBOM and lock. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase −1 inventory closure,NOT_STARTED
CHK-0219,−1,Security & access,Implement Audit log secret scrubbing,Security/SRE,P0,SEC-018,Target exists as specified: No values in logs/receipts/traces/crash dumps. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase −1 inventory closure,NOT_STARTED
CHK-0220,2,Observability,Implement startupz,ORIGIN,P0,OBS-001,Target exists as specified: Manifest/input/checkpoint validation. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0221,2,Observability,Implement readyz,ORIGIN,P0,OBS-002,Target exists as specified: Warm/current/lease/output semantics. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0222,2,Observability,Implement livez,ORIGIN,P1,OBS-003,Target exists as specified: Event-loop/watchdog liveness. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0223,2,Observability,Implement version endpoint,ORIGIN,P1,OBS-004,Target exists as specified: Commit/artifact/manifests/epoch. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0224,2,Observability,Implement input offset/watermark,Data/ORIGIN,P0,OBS-005,Target exists as specified: Per partition metric/heartbeat. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0225,2,Observability,Implement stream route coverage,Data,P0,OBS-006,Target exists as specified: Per required stream/session. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0226,2,Observability,Implement sequence gap/duplicate/out-of-order,Data,P0,OBS-007,Target exists as specified: Per source/partition counters. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0227,2,Observability,Implement clock skew/availability latency,Data/SRE,P1,OBS-008,Target exists as specified: Histogram with source and quality. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0228,2,Observability,Implement checkpoint age/restore,ORIGIN,P0,OBS-009,"Target exists as specified: Age, duration, checksum. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 2 inventory closure,NOT_STARTED
