id,layer,suite,criticality,gate,test,stimulus,required_result,evidence,initial_status
UN02,Inherited 224 falsification registry,Universe & fairness,P1,G4,Tick metadata coverage,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",100% of capable symbols have current tick/step/min-notional filters.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN03,Inherited 224 falsification registry,Universe & fairness,P1,G4,Arrival/service funnel,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Every symbol reports raw arrivals, valid packets, capsule opportunities, decisions and fills.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN04,Inherited 224 falsification registry,Universe & fairness,P1,G4,Never-served detection,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Any capable symbol with arrivals but zero service triggers a named cause and alert.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN05,Inherited 224 falsification registry,Universe & fairness,P1,G4,Fairness under slow first symbol,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",A timeout in the first symbol cannot starve later symbols.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN06,Inherited 224 falsification registry,Universe & fairness,P1,G4,Round-robin scheduling,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Sweep order does not create persistent freshness advantage.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN07,Inherited 224 falsification registry,Universe & fairness,P1,G4,Per-symbol backpressure,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",One noisy symbol cannot consume global candidate/order queue capacity.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN08,Inherited 224 falsification registry,Universe & fairness,P1,G4,Low-price scale metamorphism,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Multiplying price/quantity units leaves normalized eligibility unchanged.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN09,Inherited 224 falsification registry,Universe & fairness,P1,G4,Static score value test,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Symbol score must demonstrate predictive/capacity value or be removed from edge scoring.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN10,Inherited 224 falsification registry,Universe & fairness,P1,G4,Enabled-unscored fail-close,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",A symbol such as an unscored manifest row cannot silently trade.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN11,Inherited 224 falsification registry,Universe & fairness,P1,G4,Symbol beta attribution,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Per-symbol performance separates common BTC/market beta from capsule alpha.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN12,Inherited 224 falsification registry,Universe & fairness,P1,G4,Hierarchical pooling,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Sparse symbols do not get bespoke thresholds from tiny samples.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN13,Inherited 224 falsification registry,Universe & fairness,P1,G4,Delist/filter change,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Venue metadata change quarantines the symbol before an invalid order.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
UN14,Inherited 224 falsification registry,Universe & fairness,P1,G4,Four-symbol money concentration,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Historical concentration is decomposed by arrival, gate, order and fill causes before conclusions.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX01,Inherited 224 falsification registry,Execution & fills,P0,G6,Post-only entry enforcement,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Venue acknowledgement and fill role prove every entry remained maker.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX02,Inherited 224 falsification registry,Execution & fills,P0,G6,No hidden taker fallback,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Timeout/requote/cancel paths never mutate to market/IOC without a constitutional event.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX03,Inherited 224 falsification registry,Execution & fills,P0,G6,Tick/step rounding,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",All prices/quantities pass venue filters for every capable symbol.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX04,Inherited 224 falsification registry,Execution & fills,P0,G6,Minimum notional,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Partial/remainder orders never violate min-notional after rounding.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX05,Inherited 224 falsification registry,Execution & fills,P0,G6,Partial entry accounting,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Modeled position equals cumulative venue fills and fees at every update.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX06,Inherited 224 falsification registry,Execution & fills,P0,G6,Late fill after cancel,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Cancel/fill race converges to one known position and one campaign.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX07,Inherited 224 falsification registry,Execution & fills,P0,G6,Duplicate acknowledgement,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Repeated WS/REST events are idempotent.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX08,Inherited 224 falsification registry,Execution & fills,P0,G6,Deterministic client IDs,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Retry/restart cannot create a second order for one attempt.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX09,Inherited 224 falsification registry,Execution & fills,P0,G6,Requote economics,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Every requote preserves setup TTL and recalculates queue/fill EV without identity reset.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX10,Inherited 224 falsification registry,Execution & fills,P0,G6,Maker fill simulation parity,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Replay fills match venue transcripts within registered calibration bands.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX11,Inherited 224 falsification registry,Execution & fills,P0,G6,Fee schedule/account tier,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Actual charged fee overrides static public assumptions and is versioned by account/venue.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX12,Inherited 224 falsification registry,Execution & fills,P0,G6,Four taker breaches,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Each historical breach has a causal route and a regression transcript.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX13,Inherited 224 falsification registry,Execution & fills,P0,G6,Unknown order reconciliation,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Unknown/open venue order stops new risk until classified or safely resolved.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
EX14,Inherited 224 falsification registry,Execution & fills,P0,G6,Venue outage,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Submit uncertainty fails closed and recovery proves whether an order exists before retry.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL01,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Position opens at actual fill,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Hold/TTL clocks begin from defined fill/campaign events, not order placement.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL02,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Protective order acknowledgement,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",No position is considered protected until venue state proves the protection contract.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL03,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Strict-maker stop semantics,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Pure-maker mode explicitly records that immediate stop fill is not guaranteed.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL04,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Same-tick TP and SL,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Venue sequence determines outcome; bar simulator cannot choose favorable ordering.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL05,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Partial TP quantities,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Executor follows decision quantities exactly; sum plus runner equals filled position.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL06,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Reduce-only enforcement,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Every exit is reduce-only and cannot reverse exposure after another close route.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL07,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Exit ID persistence,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",All local exits retain IDs and clear position only from reconciled fills.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL08,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Time exit price,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Replay uses executable bid/ask/queue logic, never candle high for a long time exit.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL09,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Funding across hold,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Campaign P&L includes all funding debits/credits accrued during exposure.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL10,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,End-of-fold marking,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Open positions are force-closed or conservatively marked; tail exposure is never censored.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL11,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Process kill completion,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Shutdown waits for the chosen safety action and verifies terminal state before exit.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL12,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Multi-row fills,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",All execution rows aggregate before campaign state transitions.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL13,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Orphan protection repair,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Reconciliation repairs or quarantines missing protection, not only reports it.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
XL14,Inherited 224 falsification registry,Exits & position lifecycle,P0,G6,Position truth invariant,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Engine, risk, executor, venue and ledger quantities reconcile to exact decimal equality.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK01,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Final risk cap,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",All multipliers/rounding occur before one final authoritative cap.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK02,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Stop-risk sizing,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Quantity uses actual executable entry and stop geometry, not fixed leverage as edge.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK03,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Portfolio position cap,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Cap means simultaneous positions; it does not reduce symbol capability/fairness.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK04,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Same-factor exposure,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Correlated symbols and duplicate opportunity clusters share a risk budget.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK05,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Per-symbol position lock,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",No new campaign opens while canonical exposure or unresolved order exists.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK06,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Daily loss sign,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Loss accumulation/kill comparison uses correct sign and restart-stable equity baseline.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK07,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Weekly loss baseline,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Week boundary/timezone and restart behavior are deterministic.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK08,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Consecutive-loss cooldown,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Campaign outcomes, not fill fragments, drive streaks and recovery.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK09,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Gap/non-fill tail,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Strict-maker policy stress includes unfilled stop and liquidation-tail scenarios.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK10,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Leverage failure,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Venue leverage/margin-mode setup failure blocks entry rather than warns and continues.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK11,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Risk reservation cleanup,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Reject/cancel/timeout/dedupe releases reservations exactly once.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK12,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Minimum viable canary,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Canary uses the smallest practical risk; risk ramp is independent of edge selection.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK13,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Drawdown simulation,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Block bootstrap/opportunity clusters preserve dependence and fat tails.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RK14,Inherited 224 falsification registry,Risk & portfolio,P0,G6,Risk authority uniqueness,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","No capsule, adapter or later sizing stage can override E08 final quantity.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP01,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Raw event to candidate replay,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Raw ledger rebuilds bars, features, regimes, capsule state and candidates—not packet rehash only.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP02,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Warm restart equivalence,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Restart at arbitrary event yields identical subsequent state/candidates to uninterrupted run.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP03,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Cold restart history sufficiency,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",1h/4h/1d features remain identical after declared backfill/checkpoint restore.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP04,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Checkpoint corruption,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Bad/missing checkpoint is detected and fail-closed, never partially loaded.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP05,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Config-version replay,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Historical tape runs with the exact historical config and instrument metadata.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP06,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Binary-version replay,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Outcome links to executable build hash; changed code cannot impersonate old results.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP07,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Packet tamper detection,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Any field mutation changes hash and is rejected.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP08,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Event reorder metamorphism,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Permissible transport reorder converges to canonical sequence; impermissible gaps quarantine.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP09,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Duplicate raw events,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Replayed duplicates do not change bars/features/candidates.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP10,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Gap injection,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Known missing intervals propagate to modules and recover only after clean windows.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP11,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,DST/timezone independence,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",UTC event logic is identical across host timezone/DST settings.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP12,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Floating/decimal determinism,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Supported platforms yield identical hashes and order geometry.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP13,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,One setup across restart,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Stable identity prevents a restarted engine from rearming unchanged structure.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
RP14,Inherited 224 falsification registry,Replay & restart,P0,G1/G4,Replay/live differential,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Live journal and replay state transitions match event by event for sampled sessions.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST01,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Opportunity unit definition,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Sample unit is a deduplicated opportunity cluster, not every overlapping shadow row.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST02,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Purging and embargo,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Training/validation splits remove horizon overlap and adjacent information leakage.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST03,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Nested walk-forward,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Parameter selection occurs inside training folds; outer folds remain untouched.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST04,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Trial ledger completeness,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Every tested feature/gate/threshold/config is registered before result access.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST05,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,PBO/CSCV,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Configuration family reports probability of backtest overfitting.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST06,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Deflated Sharpe,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Significance accounts for selection count and non-normal returns.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST07,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Clustered uncertainty,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Confidence intervals cluster by time/opportunity/common factor, not iid rows.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST08,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Matched beta control,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Long-only capsule beats matched symbol/time/market-direction baselines.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST09,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Placebo timestamps,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Shifted/randomized decision times eliminate apparent edge.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST10,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Label-delay test,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Moving features one step earlier/later exposes future leakage sensitivity.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST11,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Ablation,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Each conjunct/capsule shows incremental untouched net EV and count/cost trade-off.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST12,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Prospective freeze,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Code/config/hypothesis freeze precedes the prospective shadow/live sample.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST13,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Calibration,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Predicted win/fill/payoff probabilities meet registered reliability/error bounds.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
ST14,Inherited 224 falsification registry,Statistics & promotion,P1,G4/G8,Sequential demotion,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Live harm/drift boundaries stop or demote without optional operator interpretation.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD01,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Flash gap,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Large one-tick gap preserves state/risk invariants and exposes maker stop non-fill.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD02,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Crossed/empty book,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",No signal/order uses an invalid book; recovery requires sequence-valid resync.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD03,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Zero/negative quantities,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Malformed market data is quarantined and cannot corrupt depth/OFI.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD04,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Price precision extremes,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Very low/high priced symbols retain valid normalized geometry.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD05,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Volatility halt,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Extreme state blocks all entries and cancels/retains orders according to explicit law.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD06,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Funding shock,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Unexpected funding magnitude affects net EV and eligibility without sign error.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD07,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,OI reset,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Contract rollover/API reset cannot masquerade as extreme OI signal.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD08,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Mass liquidation burst,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Backpressure remains bounded; liquidation fade does not reuse one burst repeatedly.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD09,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Spoof wall vanish,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Untraded depth cancellation does not create false durable support/resistance.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD10,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Network partition,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Unknown submits and stale private state stop new entries until reconciliation.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD11,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Duplicate private stream,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Repeated fills/orders remain idempotent.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD12,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Venue maintenance/filter change,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Symbol quarantines before rejection loops or unprotected state.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD13,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Clock rollback,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Host clock reversal cannot create negative ages, renewed TTL or duplicate IDs.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
AD14,Inherited 224 falsification registry,Adversarial markets,P1,G4/G6,Disk full/ledger failure,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Money path fails closed if evidence cannot be durably written.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF01,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,LIVE30 packet latency,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Per-symbol p50/p95/p99 arrival→packet latency meets registered SLO.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF02,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Candidate latency,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Packet→capsule→policy latency is bounded and attributed.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
